date,home,away,home_score,away_score
2025-09-19,Toledo Whitmer (OH),Holland Springfield (OH),57,6
2025-09-19,Traverse City Central,Mount Pleasant,13,28
2025-09-19,Trenton,Gibraltar Carlson,14,17
2025-09-19,Troy,Clarkston,0,41
2025-09-19,Troy Athens,Farmington,14,38
2025-09-19,Unionville-Sebewaing,Reese,24,22
2025-09-19,Utica,St Clair Shores Lakeview,35,27
2025-09-19,Utica Ford,Warren Mott,19,21
2025-09-19,Vassar,Harbor Beach,8,51
2025-09-19,Vestaburg,Bath,0,38
2025-09-19,Vicksburg,Sturgis,52,7
2025-09-19,Walled Lake Central,White Lake Lakeland,7,32
2025-09-19,Walled Lake Northern,Walled Lake Western,10,42
2025-09-19,Warren Cousino,Port Huron Northern,22,35
2025-09-19,Warren Fitzgerald,St Clair Shores Lake Shore,40,0
2025-09-19,Warren Lincoln,Madison Heights Madison,8,50
2025-09-19,Warren Woods Tower,Madison Heights Lamphere,0,27
2025-09-19,Waterford Kettering,South Lyon East,14,51
2025-09-19,Waterford Our Lady of the Lakes,Madison Heights Bishop Foley,27,0
2025-09-19,Watervliet,Parchment,40,41
2025-09-19,Wayne Memorial,Dearborn Fordson,13,36
2025-09-19,West Chicago Wheaton Academy (IL),Woodstock Marian Catholic Central (IL),42,28
2025-09-19,White Cloud,Central Montcalm,0,58
2025-09-19,White Pigeon,Centreville,46,0
2025-09-19,Williamston,Fowlerville,35,0
2025-09-19,Wyoming Godwin Heights,Hopkins,26,16
2025-09-19,Yale,Imlay City,14,12
2025-09-19,Ypsilanti Lincoln,Ann Arbor Pioneer,28,27
2025-09-20,Auburn Hills Avondale,Pontiac,34,14
2025-09-20,Detroit Martin Luther King,Detroit Cass Tech,22,27
2025-09-20,Hammond Morton (IN),Phalen Leadership Academy (IN),62,0
2025-09-20,Marine City Cardinal Mooney,Royal Oak Shrine Catholic,0,48
2025-09-20,Traverse City St Francis,Grayling,64,7
2025-09-20,Warren Michigan Collegiate,Ecorse,16,18
2025-09-25,Detroit Communication Media Arts,Detroit Pershing,0,16
2025-09-25,Detroit Douglass,Detroit Northwestern,6,48
2025-09-25,Detroit Martin Luther King,Detroit Western,74,0
2025-09-25,Detroit Mumford,Detroit Cass Tech,0,48
2025-09-25,Howards Grove (WI),Reedsville (WI),14,23
2025-09-25,Windsor Holy Names (CN),La Salle St Thomas Of Villanova (CN),45,0
2025-09-26,Dundee,Hillsdale,29,18
2025-09-26,Addison,Brooklyn Columbia Central,26,56
2025-09-26,Adrian Madison,Hudson,7,56
2025-09-26,Akron Archbishop Hoban (OH),Cuyahoga Falls Walsh Jesuit (OH),19,14
2025-09-26,Alma,Freeland,13,42
2025-09-26,Almont,Croswell-Lexington,38,13
2025-09-26,Ann Arbor Father Gabriel Richard,Bloomfield Hills Cranbrook Kingswood,66,22
2025-09-26,Ann Arbor Pioneer,Ann Arbor Huron,14,21
2025-09-26,Auburn Hills Avondale,Ferndale,0,33
2025-09-26,Auburn Hills Oakland Christian,Benton Harbor,27,20
2025-09-26,Battle Creek Harper Creek,Grand Rapids Kenowa Hills,37,15
2025-09-26,Battle Creek Pennfield,Hastings,24,55
2025-09-26,Bay City John Glenn,Bridgeport,62,0
2025-09-26,Bay City Western,Flint Carman-Ainsworth,56,20
2025-09-26,Beaverton,Sanford Meridian,28,48
2025-09-26,Benzie Central,Charlevoix,0,42
2025-09-26,Berrien Springs,Buchanan,13,16
2025-09-26,Big Rapids,Reed City,40,13
2025-09-26,Birch Run,Chesaning,49,0
2025-09-26,Birmingham Seaholm,Farmington,19,42
2025-09-26,Bloomfield Hills,Pontiac,38,0
2025-09-26,Bloomfield Hills Brother Rice,Toledo St John's Jesuit (OH),17,24
2025-09-26,Boyne City,Grayling,21,7
2025-09-26,Brighton,Northville,21,14
2025-09-26,Bronson,Centreville,30,6
2025-09-26,Burton Atherton,Genesee,27,16
2025-09-26,Burton Bendle,Flint Hamady,26,34
2025-09-26,Burton Bentley,Flint New Standard Academy,21,44
2025-09-26,Byron Center,Muskegon Mona Shores,42,35
2025-09-26,Cadillac,Gaylord,9,37
2025-09-26,Caro,Millington,0,14
2025-09-26,Carrollton,Saginaw Nouvel Catholic Central,6,64
2025-09-26,Center Line,St Clair,21,20
2025-09-26,Central Montcalm,Elkton-Pigeon-Bay Port Laker,0,13
2025-09-26,Cheboygan,Escanaba,13,42
2025-09-26,Cincinnati Elder (OH),Cincinnati St Xavier (OH),23,13
2025-09-26,Cincinnati Moeller (OH),Cincinnati La Salle (OH),42,7
2025-09-26,Clarkson Football North (CN),Massillon Washington (OH),34,2
2025-09-26,Clarkston,Rochester Adams,21,7
2025-09-26,Clinton Township Chippewa Valley,Macomb Dakota,0,20
2025-09-26,Comstock,White Pigeon,0,58
2025-09-26,Davison,Saginaw United,49,8
2025-09-26,Dearborn Edsel Ford,Southgate Anderson,0,44
2025-09-26,Dearborn Heights Annapolis,Dearborn Heights Robichaud,0,51
2025-09-26,Dearborn Heights Crestwood,Romulus,26,35
2025-09-26,Decatur,Cassopolis,38,7
2025-09-26,Delton Kellogg,Saugatuck,22,17
2025-09-26,Detroit Denby,Detroit Cody,42,0
2025-09-26,Detroit Lincoln-King,Harper Woods Chandler Park,12,44
2025-09-26,Detroit Loyola,Riverview Gabriel Richard,14,35
2025-09-26,Detroit Old Redford,Warren Michigan Collegiate,14,50
2025-09-26,Detroit Osborn,Detroit Central,0,30
2025-09-26,Detroit Renaissance,Detroit Henry Ford,26,22
2025-09-26,Detroit Southeastern,Detroit East English,40,0
2025-09-26,Detroit U of D Jesuit,Toledo St Francis De Sales (OH),0,34
2025-09-26,Detroit University Prep Science & Math,Center Line Prep Academy,13,20
2025-09-26,DeWitt,East Lansing,58,7
2025-09-26,Dexter,Chelsea,42,28
2025-09-26,East Jackson,Grass Lake,0,1
2025-09-26,East Jordan,Mount Pleasant Sacred Heart,34,12
2025-09-26,East Kentwood,Caledonia,42,6
2025-09-26,Eastpointe,Sterling Heights,44,34
2025-09-26,Edon (OH),Toledo Ottawa Hills (OH),34,12
2025-09-26,Edwardsburg,Otsego,29,26
2025-09-26,Elk Rapids,Mancelona,15,14
2025-09-26,Farwell,Pinconning,20,7
2025-09-26,Flat Rock,Monroe Jefferson,22,44
2025-09-26,Flint Powers Catholic,Frankenmuth,7,48
2025-09-26,Flint Southwestern,Flint Beecher,20,14
2025-09-26,Fowler,Bath,61,7
2025-09-26,Frankfort,Harbor Springs,21,2
2025-09-26,Fremont,Muskegon Oakridge,16,41
2025-09-26,Fruitport,Comstock Park,35,14
2025-09-26,Galesburg-Augusta,Lawton,24,62
2025-09-26,Galloway Westland (OH),Dublin Scioto (OH),38,21
2025-09-26,Gibraltar Carlson,Taylor,48,8
2025-09-26,Gladwin,Standish-Sterling,35,0
2025-09-26,Goodrich,Clio,65,14
2025-09-26,Grand Rapids Christian,Ada Forest Hills Eastern,44,24
2025-09-26,Grand Rapids Forest Hills Central,Hudsonville Unity Christian,16,52
2025-09-26,Grand Rapids Forest Hills Northern,Muskegon,21,40
2025-09-26,Grand Rapids Union,Muskegon Reeths-Puffer,9,37
2025-09-26,Grandville,Rockford,0,28
2025-09-26,Greenville,Coopersville,7,42
2025-09-26,Grosse Ile,Milan,30,0
2025-09-26,Grosse Pointe North,Warren Woods Tower,52,0
2025-09-26,Grosse Pointe Woods University Liggett,Macomb Lutheran North,0,62
2025-09-26,Gwinn,West Iron County,0,1
2025-09-26,Hamtramck,Romulus Summit Academy North,0,36
2025-09-26,Hancock,Negaunee,0,44
2025-09-26,Hanover-Horton,Jonesville,28,14
2025-09-26,Harbor Beach,Unionville-Sebewaing,52,6
2025-09-26,Harrison Township L'Anse Creuse,Utica,7,37
2025-09-26,Hart,North Muskegon,18,29
2025-09-26,Hartland,Salem,28,21
2025-09-26,Hazel Park,Clinton Township Clintondale,20,14
2025-09-26,Holland,Belding,20,60
2025-09-26,Holland Christian,Grand Rapids Ottawa Hills,55,0
2025-09-26,Holland West Ottawa,Grand Haven,37,16
2025-09-26,Holly,Fenton,22,40
2025-09-26,Houghton,Menominee,12,56
2025-09-26,Houghton Lake,Beal City,0,48
2025-09-26,Howell,Canton,51,0
2025-09-26,Ida,Blissfield,55,6
2025-09-26,Imlay City,Algonac,22,6
2025-09-26,Ionia,Olivet,0,56
2025-09-26,Ishpeming Westwood,Gladstone,22,59
2025-09-26,Ithaca,Hemlock,44,0
2025-09-26,Jackson,Tecumseh,14,33
2025-09-26,Jackson Lumen Christi,Dearborn Divine Child,13,17
2025-09-26,Jackson Northwest,Marshall,30,26
2025-09-26,Jenison,Hudsonville,0,42
2025-09-26,Kalamazoo Central,Battle Creek Lakeview,33,20
2025-09-26,Kalamazoo Hackett Catholic Prep,Watervliet,61,0
2025-09-26,Kalamazoo Loy Norrix,Battle Creek Central,18,26
2025-09-26,Kalkaska,Johannesburg-Lewiston,56,0
2025-09-26,Kent City,Lakeview,67,0
2025-09-26,Kingsford,Calumet,17,15
2025-09-26,Kingsley,Traverse City St Francis,20,21
2025-09-26,L'Anse,Iron Mountain,26,30
2025-09-26,LaGrange Prairie Heights (IN),Butler Eastside (IN),0,42
2025-09-26,Lake Fenton,Ortonville Brandon,28,29
2025-09-26,Lake Orion,Oxford,34,41
2025-09-26,Lansing Eastern,Mason,6,42
2025-09-26,Lansing Everett,Grand Blanc,6,41
2025-09-26,Lansing Sexton,Charlotte,34,18
2025-09-26,Lansing Waverly,Grand Ledge,7,52
2025-09-26,Lapeer,Saginaw Heritage,20,42
2025-09-26,LeRoy Pine River,Evart,32,21
2025-09-26,Leslie,Michigan Center,32,36
2025-09-26,Lincoln Park,Allen Park,20,36
2025-09-26,Linden,Flushing,13,34
2025-09-26,Livonia Clarenceville,Detroit University Prep,20,12
2025-09-26,Livonia Franklin,Belleville,21,31
2025-09-26,Livonia Stevenson,Livonia Churchill,27,21
2025-09-26,Lombard Montini (IL),Aurora Marmion Academy (IL),47,0
2025-09-26,Lowell,Cedar Springs,28,35
2025-09-26,Madison Heights Bishop Foley,Clarkston Everest Collegiate,0,33
2025-09-26,Madison Heights Lamphere,Warren Fitzgerald,0,21
2025-09-26,Madison Heights Madison,New Haven,44,8
2025-09-26,Manistee,Whitehall,0,46
2025-09-26,Mansfield (MA),Marshfield (MA),18,22
2025-09-26,Manton,Lake City,57,8
2025-09-26,Marine City,St Clair Shores South Lake,56,18
2025-09-26,Marinette (WI),Peshtigo (WI),28,6
2025-09-26,Marquette,Sault Ste Marie,48,6
2025-09-26,Melvindale,Garden City,16,42
2025-09-26,Melvindale Academy for Business & Tech,Detroit Community,32,6
2025-09-26,Middleville Thornapple Kellogg,Grand Rapids Catholic Central,0,10
2025-09-26,Midland Dow,Traverse City Central,31,8
2025-09-26,Milford,Trenton,24,7
2025-09-26,Monroe,Saline,0,42
2025-09-26,Monroe St Mary Catholic Central,Carleton Airport,54,24
2025-09-26,Montague,Ludington,0,49
2025-09-26,Montpelier (OH),Ottawa Lake Whiteford,7,60
2025-09-26,Morley Stanwood,White Cloud,52,0
2025-09-26,Morris (IL),Maple Park Kaneland (IL),42,21
2025-09-26,Mount Clemens,Ecorse,14,48
2025-09-26,Mount Pleasant,Bay City Central,54,14
2025-09-26,Mt Morris,New Lothrop,24,41
2025-09-26,Muskegon Catholic Central,Muskegon Orchard View,7,39
2025-09-26,Napoleon,Manchester,24,8
2025-09-26,New Boston Huron,Riverview,20,36
2025-09-26,New Lenox Lincoln Way West (IL),Aurora Waubonsie Valley (IL),27,17
2025-09-26,New Market Huron Heights (CN),Oshawa Monsignor Paul Dwyer (CN),52,7
2025-09-26,Newaygo,Howard City Tri County,19,58
2025-09-26,Niles Brandywine,Dowagiac,0,68
2025-09-26,North Farmington,Troy Athens,40,21
2025-09-26,Novi,Plymouth,38,14
2025-09-26,Oak Park,Troy,33,7
2025-09-26,Ogemaw Heights,Clare,41,7
2025-09-26,Okemos,Holt,14,42
2025-09-26,Onsted,Clinton,0,49
2025-09-26,Otisville LakeVille Memorial,Durand,13,56
2025-09-26,Owosso,Corunna,34,14
2025-09-26,Parma Western,Coldwater,21,28
2025-09-26,Petoskey,Alpena,24,0
2025-09-26,Pewamo-Westphalia,Bark River-Harris,49,0
2025-09-26,Pinckney,Ypsilanti Community,14,37
2025-09-26,Pioneer North Central (OH),Petersburg Summerfield,29,36
2025-09-26,Plainwell,Paw Paw,0,39
2025-09-26,Pontiac Notre Dame Prep,Detroit Country Day,41,26
2025-09-26,Port Huron Northern,Port Huron,21,7
2025-09-26,Portage Central,Mattawan,46,3
2025-09-26,Portland,Lake Odessa Lakewood,35,0
2025-09-26,Quincy,Union City,14,38
2025-09-26,Ravenna,Mason County Central,15,18
2025-09-26,Reese,Marlette,28,14
2025-09-26,Remus Chippewa Hills,Grant,34,13
2025-09-26,Richland Gull Lake,Portage Northern,0,48
2025-09-26,Richmond,North Branch,37,7
2025-09-26,River Rouge,Toledo Central Catholic (OH),13,35
2025-09-26,Rochester,Rochester Hills Stoney Creek,0,34
2025-09-26,Rochester Hills Lutheran Northwest,Sterling Heights Parkway Christian,50,21
2025-09-26,Romeo,New Baltimore Anchor Bay,51,0
2025-09-26,Roscommon,McBain,22,54
2025-09-26,Roseville,Grosse Pointe South,25,47
2025-09-26,Royal Oak,Berkley,10,38
2025-09-26,Royal Oak Shrine Catholic,Allen Park Cabrini,26,27
2025-09-26,Saginaw Swan Valley,Essexville Garber,42,6
2025-09-26,Saginaw Valley Lutheran,Saginaw Michigan Lutheran Seminary,31,21
2025-09-26,Sand Creek,Springport,0,1
2025-09-26,Sandusky,Cass City,7,41
2025-09-26,Saranac,Perry,26,13
2025-09-26,Shelby,Hesperia,50,7
2025-09-26,Shepherd,Midland Bullock Creek,35,34
2025-09-26,South Haven,Parchment,49,15
2025-09-26,South Lyon East,Walled Lake Northern,31,7
2025-09-26,Southfield Arts & Technology,Harper Woods,0,34
2025-09-26,Sparta,Allendale,13,26
2025-09-26,Spring Lake,Grand Rapids West Catholic,14,21
2025-09-26,St Clair Shores Lake Shore,Marysville,0,39
2025-09-26,St Clair Shores Lakeview,Macomb L'Anse Creuse North,35,14
2025-09-26,St John Lake Central (IN),Michigan City (IN),17,37
2025-09-26,St Johns,Williamston,0,43
2025-09-26,St Joseph,Stevensville Lakeshore,35,14
2025-09-26,St Louis,Harrison,32,52
2025-09-26,Stockbridge,Reading,32,20
2025-09-26,Sturgis,Niles,6,49
2025-09-26,Swartz Creek,Flint Kearsley,31,12
2025-09-26,Tawas,Oscoda,14,20
2025-09-26,Three Rivers,Vicksburg,24,28
2025-09-26,Toledo Whitmer (OH),Whitehouse Anthony Wayne (OH),45,21
2025-09-26,Traverse City West,Midland,27,21
2025-09-26,Ubly,Vassar,36,22
2025-09-26,Utica Eisenhower,Sterling Heights Stevenson,15,3
2025-09-26,Utica Ford,Warren Cousino,0,35
2025-09-26,Vestaburg,Laingsburg,3,35
2025-09-26,Walled Lake Central,Waterford Mott,0,44
2025-09-26,Walled Lake Western,South Lyon,21,24
2025-09-26,Warren De La Salle Collegiate,Detroit Catholic Central,6,36
2025-09-26,Warren Lincoln,Clawson,6,41
2025-09-26,Warren Mott,Fraser,27,12
2025-09-26,Waterford Our Lady of the Lakes,Marine City Cardinal Mooney,35,0
2025-09-26,Wayland,Hamilton,28,12
2025-09-26,Wayne Memorial,Westland John Glenn,13,44
2025-09-26,West Bloomfield,Birmingham Groves,20,7
2025-09-26,West Chicago Wheaton Academy (IL),Elgin St Edward (IL),48,0
2025-09-26,White Lake Lakeland,Waterford Kettering,63,0
2025-09-26,Whitmore Lake,Lutheran Westland,63,7
2025-09-26,Wyandotte Roosevelt,Brownstown Woodhaven,7,49
2025-09-26,Wyoming,Grand Rapids South Christian,0,54
2025-09-26,Wyoming Godwin Heights,Wyoming Lee,1,0
2025-09-26,Wyoming Kelloggsville,Hopkins,30,22
2025-09-26,Yale,Armada,27,42
2025-09-26,Ypsilanti Lincoln,Adrian,0,3
2025-09-26,Zeeland East,Zeeland West,14,38
2025-09-27,Dearborn,Dearborn Fordson,20,56
2025-09-27,Hammond Morton (IN),Calumet Heritage Christian (IN),57,0
2025-09-27,Redford Westfield Prep,Detroit Leadership Academy,36,32
2025-09-27,West Unity Hilltop (OH),Erie Mason,39,6
2025-10-02,Detroit Douglass,Detroit Communication Media Arts,6,52
2025-10-02,Detroit Northwestern,Detroit Central,8,36
2025-10-02,Detroit Osborn,Detroit Denby,0,58
2025-10-02,Marinette (WI),Oconto (WI),42,0
2025-10-02,Windsor Holy Names (CN),Windsor Sandwich (CN),51,3
2025-10-03,Adrian,Tecumseh,23,7
2025-10-03,Allendale,Coopersville,7,35
2025-10-03,Alma,Flint Powers Catholic,33,27
2025-10-03,Almont,Armada,35,14
2025-10-03,Ann Arbor Father Gabriel Richard,Detroit Loyola,52,0
2025-10-03,Ann Arbor Huron,Saline,14,42
2025-10-03,Ann Arbor Skyline,Ann Arbor Pioneer,13,24
2025-10-03,Arts & Technology Academy of Pontiac,Detroit Leadership Academy,30,14
2025-10-03,Auburndale (WI),Abbotsford (WI),42,0
2025-10-03,Bath,Perry,26,21
2025-10-03,Battle Creek Harper Creek,Parma Western,46,8
2025-10-03,Battle Creek Lakeview,Kalamazoo Loy Norrix,18,48
2025-10-03,Battle Creek Pennfield,Coldwater,6,33
2025-10-03,Bay City Western,Mount Pleasant,17,28
2025-10-03,Beal City,Lake City,58,0
2025-10-03,Belleville,Dearborn,52,22
2025-10-03,Birmingham Seaholm,North Farmington,20,28
2025-10-03,Blissfield,Onsted,27,33
2025-10-03,Bridgeport,Saginaw Swan Valley,0,62
2025-10-03,Bronson,Comstock,52,0
2025-10-03,Brooklyn Columbia Central,Vandercook Lake,60,13
2025-10-03,Brownstown Woodhaven,Dearborn Edsel Ford,63,7
2025-10-03,Buchanan,Millington,8,35
2025-10-03,Burton Bendle,Genesee,14,6
2025-10-03,Burton Bentley,Flint Southwestern,50,18
2025-10-03,Caledonia,Grand Haven,28,6
2025-10-03,Calumet,Houghton,46,0
2025-10-03,Cass City,Caro,33,6
2025-10-03,Cedar Springs,Sault Ste Marie,63,7
2025-10-03,Central Montcalm,Morley Stanwood,22,8
2025-10-03,Centreville,Decatur,0,51
2025-10-03,Charlotte,Ionia,40,28
2025-10-03,Cincinnati Elder (OH),Cincinnati Moeller (OH),24,16
2025-10-03,Clare,Standish-Sterling,48,22
2025-10-03,Clarkson Football North (CN),Lanham Mt. Zion Prep (MD),38,6
2025-10-03,Clarkston,Lake Orion,42,21
2025-10-03,Clarkston Everest Collegiate,Marine City Cardinal Mooney,42,0
2025-10-03,Clinton,Hillsdale,69,14
2025-10-03,Clio,Ortonville Brandon,56,57
2025-10-03,Coloma,Delton Kellogg,28,7
2025-10-03,Constantine,Kalamazoo Hackett Catholic Prep,7,34
2025-10-03,Croswell-Lexington,Algonac,21,6
2025-10-03,Dansville,Fowler,6,54
2025-10-03,Dearborn Advanced Tech Academy,Livonia Clarenceville,0,1
2025-10-03,Dearborn Divine Child,Detroit U of D Jesuit,41,0
2025-10-03,Dearborn Fordson,Livonia Stevenson,35,0
2025-10-03,Dearborn Heights Annapolis,Redford Union,0,61
2025-10-03,Dearborn Heights Crestwood,Melvindale,56,20
2025-10-03,Dearborn Heights Robichaud,Redford Thurston,16,39
2025-10-03,Detroit Cody,Detroit Pershing,0,18
2025-10-03,Detroit Country Day,Orchard Lake St Mary's,0,49
2025-10-03,Detroit Edison,Detroit Lincoln-King,37,22
2025-10-03,Detroit Henry Ford,Detroit Southeastern,0,38
2025-10-03,Detroit Martin Luther King,Detroit East English,49,0
2025-10-03,Detroit Old Redford,Romulus Summit Academy North,0,30
2025-10-03,Detroit Renaissance,Detroit Mumford,28,35
2025-10-03,Detroit University Prep,Detroit University Prep Science & Math,0,36
2025-10-03,Detroit Western,Detroit Cass Tech,0,64
2025-10-03,Dowagiac,Berrien Springs,0,21
2025-10-03,Durand,Mt Morris,54,22
2025-10-03,East Grand Rapids,Holland Christian,41,21
2025-10-03,East Jordan,Mancelona,16,36
2025-10-03,East Kentwood,Holland West Ottawa,45,8
2025-10-03,East Lansing,Davison,14,57
2025-10-03,Eastpointe,Center Line,0,46
2025-10-03,Elk Rapids,Charlevoix,8,41
2025-10-03,Elkton-Pigeon-Bay Port Laker,Sandusky,44,20
2025-10-03,Escanaba,Marquette,38,20
2025-10-03,Essexville Garber,Freeland,13,49
2025-10-03,Evart,Manton,18,44
2025-10-03,Farmington,Troy,42,0
2025-10-03,Farwell,Sanford Meridian,6,41
2025-10-03,Ferndale,Pontiac,31,6
2025-10-03,Flint Beecher,Flint New Standard Academy,0,65
2025-10-03,Flint Hamady,Burton Atherton,48,0
2025-10-03,Flint Kearsley,Fenton,7,55
2025-10-03,Frankenmuth,Bay City John Glenn,51,12
2025-10-03,Fraser,Port Huron Northern,0,35
2025-10-03,Fremont,Muskegon Orchard View,28,55
2025-10-03,Fruitport,Belding,7,36
2025-10-03,Galesburg-Augusta,Saugatuck,42,10
2025-10-03,Galloway Westland (OH),Westerville North (OH),26,17
2025-10-03,Garden City,Romulus,11,34
2025-10-03,Garfield Heights (OH),Bedford (OH),46,0
2025-10-03,Gaylord,Alpena,41,0
2025-10-03,Gibraltar Carlson,Southgate Anderson,54,7
2025-10-03,Grand Blanc,Lapeer,51,0
2025-10-03,Grand Ledge,Lansing Everett,36,8
2025-10-03,Grand Rapids Catholic Central,Grand Rapids Ottawa Hills,58,0
2025-10-03,Grand Rapids Kenowa Hills,Lowell,49,35
2025-10-03,Grand Rapids Northview,Middleville Thornapple Kellogg,30,37
2025-10-03,Grand Rapids South Christian,Grand Rapids Forest Hills Central,43,36
2025-10-03,Grand Rapids Union,Byron Center,6,49
2025-10-03,Grand Rapids West Catholic,Grand Rapids Christian,51,14
2025-10-03,Grandville,Jenison,31,26
2025-10-03,Grant,Newaygo,34,28
2025-10-03,Grayling,Cheboygan,27,41
2025-10-03,Grosse Pointe North,St Clair Shores Lake Shore,14,13
2025-10-03,Gwinn,Iron Mountain,0,1
2025-10-03,Hamilton,Ada Forest Hills Eastern,27,14
2025-10-03,Hamilton St Thomas More (CN),Hamilton Cathedral (CN),16,6
2025-10-03,Hammond Morton (IN),Hammond Central (IN),76,0
2025-10-03,Hamtramck,Detroit Community,30,22
2025-10-03,Harper Woods,Rochester,41,7
2025-10-03,Harper Woods Chandler Park,Ecorse,14,8
2025-10-03,Hart,Mason County Central,30,27
2025-10-03,Hartford,Cassopolis,29,28
2025-10-03,Hartland,Howell,7,35
2025-10-03,Haslett,Williamston,14,20
2025-10-03,Hemlock,Saginaw Nouvel Catholic Central,0,53
2025-10-03,Hesperia,Ravenna,21,50
2025-10-03,Holt,DeWitt,0,58
2025-10-03,Homer,Hanover-Horton,6,54
2025-10-03,Hopkins,Comstock Park,47,20
2025-10-03,Howards Grove (WI),Cedar Grove-Belgium (WI),14,42
2025-10-03,Hudson,Dundee,64,14
2025-10-03,Ida,Adrian Madison,40,19
2025-10-03,Imlay City,Richmond,14,35
2025-10-03,Jackson,Monroe,26,20
2025-10-03,Jackson Northwest,Berkley,30,37
2025-10-03,Jonesville,Addison,20,0
2025-10-03,Kalamazoo Central,Portage Central,7,42
2025-10-03,Kingsford,Hancock,41,0
2025-10-03,Kingsley,Benzie Central,52,12
2025-10-03,L'Anse,Bark River-Harris,16,44
2025-10-03,Laingsburg,Saranac,20,36
2025-10-03,Lake Fenton,Corunna,48,20
2025-10-03,Lake Odessa Lakewood,Lansing Sexton,34,41
2025-10-03,Lansing Waverly,Okemos,23,33
2025-10-03,Lawton,Schoolcraft,14,18
2025-10-03,LeRoy Pine River,Roscommon,48,30
2025-10-03,Lincoln Park,Wyandotte Roosevelt,21,10
2025-10-03,Linden,Swartz Creek,45,12
2025-10-03,Livonia Franklin,Wayne Memorial,42,13
2025-10-03,Lombard Montini (IL),Mundelein Carmel (IL),55,54
2025-10-03,Macomb L'Anse Creuse North,Grosse Pointe South,6,42
2025-10-03,Macomb Lutheran North,Bloomfield Hills Cranbrook Kingswood,48,9
2025-10-03,Madison Heights Bishop Foley,Allen Park Cabrini,13,40
2025-10-03,Madison Heights Madison,Hazel Park,42,14
2025-10-03,Manchester,Leslie,30,29
2025-10-03,Manistee,Ludington,6,48
2025-10-03,Marlette,Harbor Beach,0,50
2025-10-03,Marshall,Hastings,40,54
2025-10-03,Marysville,Madison Heights Lamphere,24,21
2025-10-03,Mason,St Johns,31,20
2025-10-03,Mattawan,Stevensville Lakeshore,42,31
2025-10-03,McBain,Houghton Lake,45,0
2025-10-03,Menominee,Gladstone,61,6
2025-10-03,Michigan Center,East Jackson,1,0
2025-10-03,Midland,Traverse City Central,14,28
2025-10-03,Midland Bullock Creek,Ogemaw Heights,28,70
2025-10-03,Milan,Monroe St Mary Catholic Central,0,43
2025-10-03,Milford,South Lyon East,27,30
2025-10-03,Monroe Jefferson,New Boston Huron,43,7
2025-10-03,Montpelier (OH),Toledo Ottawa Hills (OH-2),36,18
2025-10-03,Montrose,Chesaning,54,0
2025-10-03,Morris (IL),Rochelle (IL),37,14
2025-10-03,Mount Clemens,Redford Westfield Prep,14,16
2025-10-03,Mount Pleasant Sacred Heart,Vestaburg,52,0
2025-10-03,Muskegon Catholic Central,Shelby,8,44
2025-10-03,Muskegon Reeths-Puffer,Grand Rapids Forest Hills Northern,27,40
2025-10-03,Negaunee,Ishpeming Westwood,1,0
2025-10-03,New Haven,Warren Lincoln,19,24
2025-10-03,New Lenox Lincoln Way West (IL),DeKalb (IL),52,21
2025-10-03,New Lothrop,Otisville LakeVille Memorial,43,20
2025-10-03,Niles,Three Rivers,49,0
2025-10-03,Niles Brandywine,Benton Harbor,32,12
2025-10-03,North Muskegon,Montague,26,39
2025-10-03,Northville,Canton,63,0
2025-10-03,Oak Park,Pontiac Notre Dame Prep,19,20
2025-10-03,Olivet,Eaton Rapids,56,21
2025-10-03,Oscoda,Johannesburg-Lewiston,14,26
2025-10-03,Otsego,Vicksburg,32,31
2025-10-03,Ottawa Lake Whiteford,Edon (OH),60,36
2025-10-03,Ovid-Elsie,Birch Run,42,7
2025-10-03,Owosso,Goodrich,13,49
2025-10-03,Oxford,West Bloomfield,34,33
2025-10-03,Parchment,Allegan,33,21
2025-10-03,Paw Paw,Sturgis,48,7
2025-10-03,Petersburg Summerfield,West Unity Hilltop (OH),27,30
2025-10-03,Petoskey,Cadillac,20,13
2025-10-03,Pinckney,Ypsilanti Lincoln,28,49
2025-10-03,Pinconning,Harrison,14,24
2025-10-03,Plainwell,Edwardsburg,14,31
2025-10-03,Plymouth,Brighton,3,52
2025-10-03,Port Huron,Utica Ford,35,12
2025-10-03,Portage Northern,St Joseph,42,36
2025-10-03,Portland,Lansing Catholic,54,7
2025-10-03,Reading,Quincy,24,16
2025-10-03,Reed City,Howard City Tri County,58,33
2025-10-03,Reese,Ubly,24,18
2025-10-03,Remus Chippewa Hills,Big Rapids,0,56
2025-10-03,Richland Gull Lake,Battle Creek Central,24,44
2025-10-03,Riverview,Flat Rock,34,14
2025-10-03,Riverview Gabriel Richard,Grosse Pointe Woods University Liggett,34,0
2025-10-03,Rochester Hills Stoney Creek,Rochester Adams,20,26
2025-10-03,Rockford,Hudsonville,28,35
2025-10-03,Romeo,Macomb Dakota,39,20
2025-10-03,Royal Oak,Auburn Hills Avondale,35,6
2025-10-03,Royal Oak Shrine Catholic,Waterford Our Lady of the Lakes,28,14
2025-10-03,Saginaw Heritage,Flint Carman-Ainsworth,49,14
2025-10-03,Saginaw Michigan Lutheran Seminary,Carrollton,69,16
2025-10-03,Saginaw United,Bay City Central,28,6
2025-10-03,Saginaw Valley Lutheran,Ithaca,23,22
2025-10-03,Salem,Novi,35,7
2025-10-03,Sand Creek,Vermontville Maple Valley,12,42
